731750,15924,1,2014/7/5
745750,7827,1,2014/4/25
745750,7230,1,2014/4/26
745750,4578,1,2014/4/27
745750,19339,1,2014/5/25
745750,3228,1,2014/6/11
745750,24869,1,2014/7/26
746000,7613,1,2014/6/10
746000,3032,1,2014/6/25
746000,12435,1,2014/7/8
746000,6571,1,2014/7/26
764000,15081,1,2014/7/13
764000,16300,1,2014/7/14
764750,14153,1,2014/6/2
776750,14182,1,2014/4/18
776750,2128,1,2014/4/19
776750,20695,1,2014/5/3
776750,18730,1,2014/5/4
776750,22359,1,2014/5/13
776750,26006,1,2014/6/5
776750,14153,1,2014/6/6
776750,2963,1,2014/6/6
776750,21146,1,2014/6/7
776750,3228,1,2014/6/11
776750,19829,1,2014/6/15
776750,27401,1,2014/6/20
776750,22043,1,2014/6/20
776750,18388,1,2014/6/24
776750,29084,1,2014/6/29
776750,9991,1,2014/6/29
776750,4329,1,2014/7/12
776750,26699,1,2014/7/18
776750,12717,1,2014/7/20
791500,3627,1,2014/5/20
791500,24831,1,2014/7/6
791500,23492,1,2014/7/19
791500,10329,1,2014/7/25
791500,16606,1,2014/7/27
791500,21050,1,2014/7/30
791500,20297,1,2014/7/30
799000,8278,1,2014/4/27
799000,24341,1,2014/5/16
799000,27791,1,2014/5/20
799000,21946,1,2014/6/8
799000,16331,1,2014/6/12
799000,29099,1,2014/7/18
799000,3555,1,2014/7/26
799000,25839,1,2014/7/28
799000,24553,1,2014/7/28
832250,5053,1,2014/4/29
832250,23782,1,2014/4/29
832250,22963,1,2014/5/13
832250,18024,1,2014/5/13
832250,27791,1,2014/5/20
832250,23143,1,2014/6/1
832250,28859,1,2014/7/5
832250,29330,1,2014/7/7
832250,26670,1,2014/7/10
835000,11734,1,2014/5/20
835000,7059,1,2014/6/7
835000,23202,1,2014/6/13
835000,1752,1,2014/6/13
835000,207,1,2014/6/15
835000,9912,1,2014/6/16
835000,14048,1,2014/6/17
835000,21462,1,2014/6/23
835000,7990,1,2014/6/23
835000,25642,1,2014/6/23
835000,13878,1,2014/6/25
835000,8637,1,2014/6/25
835000,5845,1,2014/6/25
835000,5848,1,2014/6/29
835000,16722,1,2014/6/29
835000,14020,1,2014/6/29
835000,25215,1,2014/7/4
835000,19632,1,2014/7/5
847750,21684,1,2014/7/19
848500,19891,1,2014/5/13
848500,2000,1,2014/5/23
848500,7286,1,2014/7/12
848500,23628,1,2014/7/17
848500,259,1,2014/7/20
854250,8943,1,2014/4/20
854250,4571,1,2014/4/22
854250,9881,1,2014/5/25
861250,28707,1,2014/4/24
861750,27791,1,2014/5/7
861750,12790,1,2014/5/16
861750,5660,1,2014/5/16
887500,18946,1,2014/6/3
887500,11080,1,2014/6/3
887750,28270,1,2014/4/19
887750,17237,1,2014/4/28
887750,24764,1,2014/5/16
887750,3135,1,2014/5/27
887750,15934,1,2014/6/13
887750,15019,1,2014/6/13
892500,15217,1,2014/4/27
892500,17180,1,2014/4/27
892500,12688,1,2014/4/27
892500,239,1,2014/5/22
892500,3647,1,2014/5/24
892500,2669,1,2014/6/20
892500,18741,1,2014/6/23
892500,18805,1,2014/6/27
892500,23403,1,2014/6/30
892500,17446,1,2014/7/14
892500,10306,1,2014/7/29
965500,26546,1,2014/5/30
965500,9671,1,2014/6/22
965500,18712,1,2014/6/27
965500,26378,1,2014/7/29
969750,14020,1,2014/4/18
969750,2963,1,2014/6/21
969750,2367,1,2014/7/2
981000,12737,1,2014/5/26
981000,12394,1,2014/5/30
981000,11176,1,2014/6/15
981000,27160,1,2014/7/5
981000,14153,1,2014/7/20
981000,14020,1,2014/7/28
984500,18730,1,2014/5/11
984500,19539,1,2014/5/20
984500,28985,1,2014/5/30
984500,2513,1,2014/6/14
984500,27791,1,2014/6/14
1025250,4014,1,2014/4/29
1025250,13247,1,2014/7/19
1046250,10678,1,2014/5/30
1046250,27791,1,2014/6/9
1046250,6621,1,2014/6/13
1046250,18196,1,2014/7/4
1063000,24929,1,2014/7/25
1063000,20551,1,2014/7/25
1063000,22280,1,2014/7/25
1063000,24196,1,2014/7/25
1063000,530,1,2014/7/29
1063000,15019,1,2014/7/29
1074500,9567,1,2014/6/12
1074750,527,1,2014/4/15
1074750,3699,1,2014/4/18
1074750,647,1,2014/4/22
1074750,11080,1,2014/4/27
1074750,12285,1,2014/6/1
1074750,11904,1,2014/6/2
1074750,10171,1,2014/6/14
1074750,21865,1,2014/6/21
1074750,14580,1,2014/6/21
1074750,12747,1,2014/7/7
1074750,12220,1,2014/7/25
1086750,7868,1,2014/7/12
1104500,2683,1,2014/6/5
1104500,14294,1,2014/7/13
1110750,12426,1,2014/5/7
1110750,20578,1,2014/5/25
1114000,25960,1,2014/4/20
1118250,7061,1,2014/4/18
1118250,15584,1,2014/4/18
1118250,13494,1,2014/4/21
1118250,27346,1,2014/4/25
1118250,18967,1,2014/4/28
1118250,7070,1,2014/5/12
1118250,3626,1,2014/5/20
1118250,14294,1,2014/5/21
1118250,8278,1,2014/5/24
1118250,6672,1,2014/6/14
1118250,5661,1,2014/6/23
1118250,24306,1,2014/6/23
1118250,18712,1,2014/6/27
1118250,11176,1,2014/7/11
1118250,10970,1,2014/7/26
1118250,14794,1,2014/7/26
1118250,26665,1,2014/7/28
1140750,2251,1,2014/4/17
1140750,23782,1,2014/5/2
1140750,24172,1,2014/5/3
1140750,27912,1,2014/5/9
1140750,5736,1,2014/5/10
1140750,1293,1,2014/5/13
1140750,19421,1,2014/5/16
1140750,27060,1,2014/5/25
1140750,22313,1,2014/6/2
1140750,25651,1,2014/6/10
1140750,12541,1,2014/6/17
1140750,17823,1,2014/6/20
1140750,15395,1,2014/7/11
1140750,14261,1,2014/7/28
1140750,7868,1,2014/7/29
1140750,6741,1,2014/7/30
1165500,15423,1,2014/6/16
1173500,24869,1,2014/4/26
1173500,20143,1,2014/4/28
1173500,15192,1,2014/4/29
1173500,23928,1,2014/4/29
1173500,20037,1,2014/5/26
1173500,8049,1,2014/5/28
1173500,8257,1,2014/5/29
1173500,5848,1,2014/5/31
1173500,15931,1,2014/6/7
1173500,7606,1,2014/6/7
1173500,15661,1,2014/6/18
1181250,7465,1,2014/4/19
1181250,7208,1,2014/5/23
1181250,27390,1,2014/6/9
1181250,22749,1,2014/6/9
1181250,23284,1,2014/6/16
1181250,16169,1,2014/6/18
1181250,29213,1,2014/6/20
1181250,8058,1,2014/7/4
1181250,8339,1,2014/7/22
1189000,6548,1,2014/5/17
1189000,27615,1,2014/5/31
1189000,23612,1,2014/6/2
1189000,16818,1,2014/6/2
1189000,16361,1,2014/6/23
1189000,28621,1,2014/7/4
1189000,23628,1,2014/7/31
1194750,25366,1,2014/4/22
1194750,3068,1,2014/5/5
1194750,7037,1,2014/6/27
1194750,21092,1,2014/7/11
1194750,8637,1,2014/7/12
1194750,3627,1,2014/7/12
1194750,23103,1,2014/7/13
1194750,83,1,2014/7/14
1194750,12737,1,2014/7/15
1194750,7400,1,2014/7/21
1194750,20551,1,2014/7/25
1194750,7827,1,2014/7/28
1194750,24669,1,2014/7/28
1194750,5306,1,2014/7/28
1240250,2160,1,2014/6/10
1244250,1691,1,2014/4/18
1244250,19951,1,2014/4/25
1244250,4324,1,2014/4/30
1244250,2764,1,2014/5/2
1244250,624,1,2014/5/8
1244250,27670,1,2014/5/16
1244250,28183,1,2014/7/15
1247000,18712,1,2014/5/9
1247000,25381,1,2014/5/18
1247000,20548,1,2014/5/18
1247000,5043,1,2014/5/20
1247000,25635,1,2014/5/31
1319000,5797,1,2014/7/20
1319000,599,1,2014/7/23
1324500,14482,1,2014/4/29
1324500,6305,1,2014/5/11
1324500,7868,1,2014/5/12
1324500,20872,1,2014/5/13
1324500,27927,1,2014/6/4
1324500,6980,1,2014/6/7
1324500,5336,1,2014/6/13
1324500,2198,1,2014/6/21
1324500,10404,1,2014/7/7
1338750,360,1,2014/4/26
1338750,9620,1,2014/4/26
1338750,12586,1,2014/5/3
1338750,6571,1,2014/5/19
1338750,845,1,2014/6/28
1365000,13737,1,2014/4/18
1365000,14580,1,2014/6/26
1381000,17958,1,2014/5/25
1381000,27637,1,2014/6/3
1381000,22099,1,2014/6/25
1381000,25329,1,2014/7/2
1381000,14261,1,2014/7/6
1381000,8724,1,2014/7/6
1381000,29099,1,2014/7/18
1441500,27508,1,2014/6/1
1446250,7105,1,2014/5/15
1446250,700,1,2014/5/28
1446250,18712,1,2014/5/30
1446250,1155,1,2014/7/1
1446250,14525,1,2014/7/14
1459750,28059,1,2014/5/18
1459750,25830,1,2014/6/16
1492500,26605,1,2014/5/19
1492500,8637,1,2014/5/21
1492500,11679,1,2014/7/6
1517000,24087,1,2014/6/28
1517000,7208,1,2014/7/28
1517000,27205,1,2014/7/28
1525000,11196,1,2014/5/12
1525000,9620,1,2014/6/12
1528500,26585,1,2014/4/21
1528500,1505,1,2014/4/21
1528500,12977,1,2014/5/12
1528500,646,1,2014/5/12
1528500,22749,1,2014/5/19
1528500,22280,1,2014/6/22
1528500,18466,1,2014/6/24
1528500,5799,1,2014/6/24
1528500,23781,1,2014/7/1
1528500,18736,1,2014/7/6
1528500,21092,1,2014/7/6
1528500,7248,1,2014/7/15
1528500,28370,1,2014/7/26
1531250,4078,1,2014/4/18
1531250,6546,1,2014/4/20
1531250,22179,1,2014/6/13
1531250,22442,1,2014/7/3
1531250,7026,1,2014/7/19
1561250,989,1,2014/5/4
1561250,7096,1,2014/5/10
1561250,8495,1,2014/6/29
1561250,14261,1,2014/7/13
1561250,24307,1,2014/7/16
1561250,12352,1,2014/7/16
1561250,17706,1,2014/7/16
1561250,21511,1,2014/7/17
1561250,22973,1,2014/7/24
1579250,5336,1,2014/4/22
1579250,25641,1,2014/4/27
1579250,15921,1,2014/4/28
1579250,13737,1,2014/5/10
1579250,7105,1,2014/5/21
1579250,4953,1,2014/6/1
1579250,21160,1,2014/6/2
1579250,8698,1,2014/6/3
1579250,24194,1,2014/7/1
1579250,9906,1,2014/7/2
1617250,26546,1,2014/4/15
1617250,1505,1,2014/4/26
1617250,5667,1,2014/4/26
1617250,28463,1,2014/5/18
1617250,11951,1,2014/5/25
1617250,7061,1,2014/6/10
1617250,11329,1,2014/6/16
1617250,23284,1,2014/6/22
1617250,27791,1,2014/6/23
1617250,2217,1,2014/6/30
1617250,21919,1,2014/7/2
1617250,21533,1,2014/7/13
1617250,5077,1,2014/7/16
1617250,19405,1,2014/7/19
1620500,5445,1,2014/4/24
1620500,5833,1,2014/4/29
1622500,8148,1,2014/4/25
1622500,12285,1,2014/4/28
1622500,22027,1,2014/5/2
1622500,14020,1,2014/5/22
1622500,24911,1,2014/5/27
1622500,7522,1,2014/6/21
1622500,19381,1,2014/6/23
1622500,19179,1,2014/6/28
1622500,18771,1,2014/7/30
1629250,24196,1,2014/6/23
1629250,29099,1,2014/7/24
1629250,9120,1,2014/7/25
1629250,24601,1,2014/7/26
1661750,10840,1,2014/4/18
1661750,28221,1,2014/5/1
1661750,15315,1,2014/5/20
1661750,679,1,2014/5/25
1661750,2729,1,2014/6/7
1661750,9802,1,2014/7/27
1661750,14020,1,2014/7/28
1688750,12220,1,2014/4/26
1688750,19671,1,2014/7/2
1688750,7248,1,2014/7/16
1710500,14780,1,2014/7/11
1724000,29099,1,2014/5/13
1724250,23198,1,2014/4/29
1724250,15269,1,2014/4/29
1724250,3228,1,2014/5/19
1724250,23236,1,2014/5/29
1727500,9563,1,2014/6/21
1727500,7812,1,2014/7/8
1727500,28669,1,2014/7/11
1727500,4452,1,2014/7/18
1727500,3228,1,2014/7/26
1758250,6947,1,2014/5/20
1758250,27791,1,2014/6/15
1758250,28463,1,2014/6/26
1758250,2764,1,2014/6/30
1758250,3091,1,2014/7/19
1758250,6571,1,2014/7/19
1767500,27977,1,2014/5/12
1767500,20180,1,2014/5/13
1767500,619,1,2014/5/17
1767500,7409,1,2014/5/23
1782250,14788,1,2014/5/13
1782250,12143,1,2014/5/28
1782250,18024,1,2014/6/10
1782250,5845,1,2014/6/25
1782250,2568,1,2014/7/7
1782250,14415,1,2014/7/11
1792000,6203,1,2014/5/10
1792000,16540,1,2014/7/19
1792000,9301,1,2014/7/23
1792000,23214,1,2014/7/23
1793250,2033,1,2014/5/11
1793250,21067,1,2014/7/7
1806750,6621,1,2014/6/6
1806750,20701,1,2014/7/18
1812000,11196,1,2014/7/6
1812000,19814,1,2014/7/6
1812000,7868,1,2014/7/13
1815750,5067,1,2014/6/8
1815750,13998,1,2014/6/26
1838000,11259,1,2014/5/3
1838750,16818,1,2014/6/27
1906000,12220,1,2014/4/17
1906000,2683,1,2014/5/11
1906000,1831,1,2014/6/1
1906000,9567,1,2014/6/1
1906000,9532,1,2014/6/3
1906000,16540,1,2014/6/3
1906000,11448,1,2014/6/19
1906000,12285,1,2014/6/20
1906000,21110,1,2014/6/21
1906000,2438,1,2014/7/25
1909250,12729,1,2014/4/18
1909250,4411,1,2014/5/5
1909250,26523,1,2014/5/12
1909250,10014,1,2014/5/14
1909250,14209,1,2014/5/28
1909250,18180,1,2014/7/19
1909250,15992,1,2014/7/25
1909250,23470,1,2014/7/27
1909250,504,1,2014/7/30
1909250,24645,1,2014/7/30
1911500,10872,1,2014/4/27
1911500,18730,1,2014/5/4
1911500,21815,1,2014/7/18
1953250,25289,1,2014/5/4
1953250,2610,1,2014/5/16
1953250,24415,1,2014/6/4
1953250,1788,1,2014/6/14
1953250,3658,1,2014/6/19
1953250,20918,1,2014/7/1
1953250,21979,1,2014/7/7
1953250,8313,1,2014/7/7
1953250,14020,1,2014/7/18
1953250,12394,1,2014/7/19
1953250,23984,1,2014/7/22
1966250,7186,1,2014/5/4
1966250,25260,1,2014/6/16
1966250,3228,1,2014/6/21
1969000,18002,1,2014/5/28
1969000,4411,1,2014/6/3
1969000,5469,1,2014/6/3
1969000,15887,1,2014/6/18
1969000,5987,1,2014/7/8
1969000,12220,1,2014/7/22
1971500,22489,1,2014/4/15
1971500,26288,1,2014/4/15
1971500,5834,1,2014/4/28
1971500,13701,1,2014/5/1
1971500,16944,1,2014/5/4
1971500,4411,1,2014/5/5
1971500,7004,1,2014/5/9
1971500,21919,1,2014/5/10
1971500,5315,1,2014/5/11
1971500,7469,1,2014/5/17
1971500,17550,1,2014/5/19
1971500,14065,1,2014/5/20
1971500,14917,1,2014/5/20
1971500,7692,1,2014/6/9
1971500,1739,1,2014/6/14
1971500,23019,1,2014/6/14
1971500,27791,1,2014/6/15
1971500,3151,1,2014/6/24
1971500,19166,1,2014/6/27
1971500,21715,1,2014/6/30
1971500,25329,1,2014/7/3
1971500,7654,1,2014/7/6
1971500,14415,1,2014/7/11
1971500,26860,1,2014/7/13
1971500,24070,1,2014/7/14
1971500,22043,1,2014/7/19
1971500,7230,1,2014/7/29
1971500,11000,1,2014/7/30
2033500,1293,1,2014/4/18
2033500,1439,1,2014/4/20
2033500,2519,1,2014/4/27
2033500,5009,1,2014/5/11
2033500,3627,1,2014/5/19
2033500,4949,1,2014/5/23
2033500,11176,1,2014/6/14
2033500,11465,1,2014/7/5
2033500,12352,1,2014/7/8
2033500,28270,1,2014/7/8
2033500,16110,1,2014/7/8
2033500,8689,1,2014/7/11
2050000,10702,1,2014/6/23
2050000,11022,1,2014/7/25
2050000,5306,1,2014/7/28
2076000,24886,1,2014/7/3
2078000,28616,1,2014/5/4
2078000,24669,1,2014/5/13
2078000,6839,1,2014/5/16
2078000,16944,1,2014/5/18
2078000,14446,1,2014/6/6
2078000,26608,1,2014/6/7
2078000,27791,1,2014/6/14
2078000,17449,1,2014/6/16
2078000,14902,1,2014/6/23
2078000,4644,1,2014/7/1
2078000,17752,1,2014/7/21
2078000,7622,1,2014/7/26
2088000,13247,1,2014/4/23
2088000,25349,1,2014/4/23
2088000,19540,1,2014/4/23
2088000,2198,1,2014/5/18
2088000,13020,1,2014/5/18
2088000,10949,1,2014/5/31
2088000,15019,1,2014/7/29
2103250,20661,1,2014/4/27
2103250,23549,1,2014/5/6
2103250,24341,1,2014/5/14
2103250,24325,1,2014/6/15
2103250,13592,1,2014/6/17
2103250,5458,1,2014/6/22
2103250,12394,1,2014/7/3
2103250,6724,1,2014/7/7
2103250,13737,1,2014/7/10
2103250,22280,1,2014/7/10
2103250,14902,1,2014/7/11
2103250,7822,1,2014/7/14
2103250,11022,1,2014/7/25
2103250,25219,1,2014/7/29
2132250,14159,1,2014/7/11
2168250,13494,1,2014/4/21
2168250,15200,1,2014/4/25
2168250,7868,1,2014/7/29
2182750,5131,1,2014/5/6
2182750,28184,1,2014/5/6
2182750,7059,1,2014/6/3
2182750,1539,1,2014/6/13
2182750,19643,1,2014/7/11
2187500,29203,1,2014/5/25
2187500,6158,1,2014/6/8
2187500,23628,1,2014/6/14
2187500,27394,1,2014/7/8
2198750,18024,1,2014/4/23
2198750,5429,1,2014/4/30
2198750,16550,1,2014/7/13
2198750,9250,1,2014/7/24
2198750,13054,1,2014/7/26
2200750,16768,1,2014/4/21
2200750,18741,1,2014/4/29
2200750,12285,1,2014/5/10
2200750,26516,1,2014/5/10
2200750,12674,1,2014/5/17
2200750,14020,1,2014/5/23
2200750,24506,1,2014/5/27
2200750,2610,1,2014/5/28
2200750,2655,1,2014/6/8
2200750,8630,1,2014/6/17
2232500,14261,1,2014/5/27
2232500,6431,1,2014/6/30
2232500,24929,1,2014/7/12
2232500,26516,1,2014/7/12
2232500,11000,1,2014/7/30
2251750,29385,1,2014/4/22
2251750,23549,1,2014/4/22
2251750,6571,1,2014/6/9
2253250,1031,1,2014/4/15
2253250,9220,1,2014/4/26
2253250,28975,1,2014/4/28
2253250,527,1,2014/5/18
2253250,437,1,2014/7/6
2316250,20694,1,2014/5/5
2316250,26546,1,2014/5/5
2316250,28535,1,2014/5/12
2316250,9657,1,2014/5/12
2316250,23475,1,2014/6/14
2316250,1390,1,2014/6/29
2316250,26288,1,2014/7/4
2316250,28662,1,2014/7/6
2316250,15065,1,2014/7/8
2316250,6621,1,2014/7/11
2316250,18180,1,2014/7/22
2322750,12754,1,2014/5/4
2331750,11201,1,2014/4/20
2331750,22126,1,2014/4/26
2331750,9458,1,2014/4/26
2331750,18805,1,2014/5/7
2331750,17214,1,2014/5/8
2331750,2436,1,2014/5/31
2331750,22732,1,2014/6/5
2331750,20626,1,2014/6/5
2331750,10584,1,2014/7/2
2331750,24385,1,2014/7/6
2331750,29099,1,2014/7/6
2331750,8628,1,2014/7/18
2350750,23779,1,2014/4/17
2364500,21865,1,2014/5/23
2378500,16722,1,2014/4/18
2378500,14153,1,2014/6/2
2378500,3228,1,2014/6/11
2378500,17470,1,2014/7/7
2378500,18937,1,2014/7/7
2378500,10014,1,2014/7/15
2378500,14795,1,2014/7/20
2378500,2669,1,2014/7/21
2378500,19974,1,2014/7/27
2378500,26619,1,2014/7/27
2386250,24507,1,2014/5/19
2386250,1008,1,2014/6/8
2386250,948,1,2014/7/24
2386250,7061,1,2014/7/24
2428500,22915,1,2014/5/9
2428500,1396,1,2014/6/21
2448250,12541,1,2014/6/9
2448250,949,1,2014/7/6
2448250,24669,1,2014/7/17
2480750,20979,1,2014/5/11
2480750,22843,1,2014/5/11
2480750,15249,1,2014/5/11
2480750,18172,1,2014/5/20
2480750,22946,1,2014/6/27
2492500,19005,1,2014/4/26
2492500,16939,1,2014/6/9
2626250,25193,1,2014/5/25
2626250,20206,1,2014/7/4
2688750,28391,1,2014/6/23
2688750,19814,1,2014/7/6
2688750,3181,1,2014/7/26
2688750,1739,1,2014/7/27
2704750,16483,1,2014/6/9
2704750,3658,1,2014/6/25
2704750,5764,1,2014/6/28
2733500,13272,1,2014/5/22
2733500,19824,1,2014/7/11
2752000,14917,1,2014/5/21
2752000,19772,1,2014/6/9
2752000,12243,1,2014/6/21
2752000,3032,1,2014/6/26
2752000,2042,1,2014/7/7
2752000,3313,1,2014/7/15
2752000,11679,1,2014/7/19
2752000,19405,1,2014/7/19
2752000,22179,1,2014/7/21
2752000,5667,1,2014/7/25
2752000,5043,1,2014/7/26
2771250,12606,1,2014/5/21
2771250,28744,1,2014/5/28
2771250,14694,1,2014/6/7
2771250,2963,1,2014/6/20
2771250,2513,1,2014/6/24
2771250,1494,1,2014/7/28
2788750,9914,1,2014/4/24
2788750,3647,1,2014/5/13
2788750,24907,1,2014/5/26
2788750,5043,1,2014/6/12
2788750,23628,1,2014/6/14
2788750,3804,1,2014/6/14
2788750,13776,1,2014/6/14
